job_id,title,company,location,salary_min,salary_max,salary_raw,experience_years,skills_raw,education,posted_date,source,salary_avg,has_sql,has_power_bi,has_excel,has_python,has_tableau,has_fabric,has_etl,has_dashboard,has_statistics,exp_bucket,salary_bucket
BDJ-1341,Growth Data Analyst,PalmPay,Dhaka,,,Negotiable,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-06,linkedin,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1342,BI Analyst,Chaldal,Dhaka,25000.0,35000.0,Tk. 25000-35000,2,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-08,careerjet,30000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1343,Junior Data Analyst,Well Group,Dhaka,,,Negotiable,2,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-17,linkedin,,1,1,0,1,0,0,0,0,1,Mid (2-3),Negotiable
BDJ-1344,BI Analyst,bKash,Dhaka,50000.0,60000.0,Tk. 50000-60000,3,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-09-08,careerjet,55000.0,1,0,1,1,1,0,0,0,0,Mid (2-3),50-70k
BDJ-1345,Business Intelligence Analyst,Daraz,Dhaka,35000.0,50000.0,Tk. 35000-50000,0,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-09-13,careerjet,42500.0,1,0,1,1,1,0,0,0,0,Fresher (0-1),35-50k
BDJ-1346,Sales Data Analyst,Chaldal,Dhaka,50000.0,65000.0,Tk. 50000-65000,3,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-31,careerjet,57500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),50-70k
BDJ-1347,Junior Data Analyst,Daraz,Dhaka,35000.0,50000.0,Tk. 35000-50000,2,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-31,linkedin,42500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),35-50k
BDJ-1348,Junior Data Analyst,Grameenphone,Chittagong,25000.0,40000.0,Tk. 25000-40000,2,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-06,bdjobs,32500.0,1,0,1,1,1,0,0,0,0,Mid (2-3),25-35k
BDJ-1349,Junior Data Analyst,PalmPay,Dhaka,35000.0,50000.0,Tk. 35000-50000,2,"Python, SQL, Statistics, Power BI",MSc,2026-08-04,linkedin,42500.0,1,1,0,1,0,0,0,0,1,Mid (2-3),35-50k
BDJ-1350,Data Analyst - Power BI,Well Group,Dhaka,25000.0,40000.0,Tk. 25000-40000,5,"Python, SQL, Statistics, Power BI",MSc,2026-08-25,bdjobs,32500.0,1,1,0,1,0,0,0,0,1,Senior (4+),25-35k
BDJ-1351,BI Analyst,Well Group,Dhaka,20000.0,40000.0,Tk. 20000-40000,3,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-29,linkedin,30000.0,1,0,1,0,0,0,1,1,0,Mid (2-3),25-35k
BDJ-1352,Business Intelligence Analyst,Chaldal,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-29,bdjobs,,1,0,1,1,1,0,0,0,0,Mid (2-3),Negotiable
BDJ-1353,BI Analyst,PalmPay,Dhaka,,,Negotiable,3,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-02,careerjet,,1,0,1,0,0,0,1,1,0,Mid (2-3),Negotiable
BDJ-1354,Growth Data Analyst,Well Group,Dhaka,,,Negotiable,5,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-20,careerjet,,1,1,0,0,0,1,0,1,0,Senior (4+),Negotiable
BDJ-1355,Business Intelligence Analyst,ACI,Remote,50000.0,60000.0,Tk. 50000-60000,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-24,linkedin,55000.0,1,0,1,1,1,0,0,0,0,Mid (2-3),50-70k
BDJ-1356,Growth Data Analyst,Daraz,Dhaka,25000.0,45000.0,Tk. 25000-45000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-16,careerjet,35000.0,1,1,0,0,0,1,0,1,0,Mid (2-3),35-50k
BDJ-1357,MIS Executive,BRAC Bank,Dhaka,,,Negotiable,4,"Excel, SQL, Dashboard, ETL",MSc,2026-08-25,careerjet,,1,0,1,0,0,0,1,1,0,Senior (4+),Negotiable
BDJ-1358,MIS Executive,BRAC Bank,Dhaka,35000.0,45000.0,Tk. 35000-45000,3,"Excel, SQL, Dashboard, ETL",MSc,2026-08-07,bdjobs,40000.0,1,0,1,0,0,0,1,1,0,Mid (2-3),35-50k
BDJ-1359,Growth Data Analyst,Grameenphone,Dhaka,,,Negotiable,0,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-09-14,bdjobs,,1,1,0,1,0,0,0,0,1,Fresher (0-1),Negotiable
BDJ-1360,MIS Executive,Foodpanda,Chittagong,,,Negotiable,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-02,linkedin,,1,1,0,0,0,1,0,1,0,Mid (2-3),Negotiable
BDJ-1361,Data Analyst - Power BI,PalmPay,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-23,linkedin,,1,0,1,1,1,0,0,0,0,Mid (2-3),Negotiable
BDJ-1362,Junior Data Analyst,bKash,Dhaka,35000.0,45000.0,Tk. 35000-45000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-22,bdjobs,40000.0,1,1,0,0,0,1,0,1,0,Mid (2-3),35-50k
BDJ-1363,Data Analyst - Power BI,Daraz,Dhaka,20000.0,40000.0,Tk. 20000-40000,4,"SQL, Excel, Power BI, Looker",MSc,2026-08-25,linkedin,30000.0,1,1,1,0,0,0,0,0,0,Senior (4+),25-35k
BDJ-1364,MIS Executive,Daraz,Dhaka,,,Negotiable,1,"SQL, Python, Tableau, Excel",BBA/MBA,2026-09-02,bdjobs,,1,0,1,1,1,0,0,0,0,Fresher (0-1),Negotiable
BDJ-1365,Growth Data Analyst,Grameenphone,Dhaka,18000.0,38000.0,Tk. 18000-38000,5,"Excel, SQL, Dashboard, ETL",MSc,2026-08-27,careerjet,28000.0,1,0,1,0,0,0,1,1,0,Senior (4+),25-35k
BDJ-1366,MIS Executive,Daraz,Dhaka,40000.0,60000.0,Tk. 40000-60000,3,"Python, SQL, Statistics, Power BI",MSc,2026-08-06,linkedin,50000.0,1,1,0,1,0,0,0,0,1,Mid (2-3),50-70k
BDJ-1367,MIS Executive,Chaldal,Dhaka,25000.0,40000.0,Tk. 25000-40000,0,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-01,careerjet,32500.0,1,0,1,0,0,0,1,1,0,Fresher (0-1),25-35k
BDJ-1368,Growth Data Analyst,Grameenphone,Dhaka,18000.0,33000.0,Tk. 18000-33000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-09-04,careerjet,25500.0,1,1,0,0,0,1,0,1,0,Mid (2-3),25-35k
BDJ-1369,Data Analyst - Power BI,Grameenphone,Chittagong,20000.0,35000.0,Tk. 20000-35000,2,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-18,bdjobs,27500.0,1,1,0,1,0,0,0,0,1,Mid (2-3),25-35k
BDJ-1370,Data Analyst - Power BI,Chaldal,Dhaka,,,Negotiable,3,"SQL, Power BI, Excel",MSc,2026-08-19,linkedin,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1371,Data Analyst,bKash,Dhaka,25000.0,35000.0,Tk. 25000-35000,0,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-06,careerjet,30000.0,1,1,0,1,0,0,0,0,1,Fresher (0-1),25-35k
BDJ-1372,Data Analyst,Rokomari,Dhaka,,,Negotiable,2,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-09-03,careerjet,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1373,BI Analyst,Chaldal,Dhaka,35000.0,45000.0,Tk. 35000-45000,2,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-04,linkedin,40000.0,1,1,0,1,0,0,0,0,1,Mid (2-3),35-50k
BDJ-1374,MIS Executive,Rokomari,Dhaka,,,Negotiable,5,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-09-01,bdjobs,,1,1,0,0,0,1,0,1,0,Senior (4+),Negotiable
BDJ-1375,Growth Data Analyst,Rokomari,Dhaka,,,Negotiable,5,"Python, SQL, Statistics, Power BI",MSc,2026-09-13,careerjet,,1,1,0,1,0,0,0,0,1,Senior (4+),Negotiable
BDJ-1376,MIS Executive,Daraz,Dhaka,,,Negotiable,0,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-18,bdjobs,,1,1,1,0,0,0,0,0,0,Fresher (0-1),Negotiable
BDJ-1377,Data Analyst,Well Group,Dhaka,18000.0,33000.0,Tk. 18000-33000,5,"Python, SQL, Statistics, Power BI",MSc,2026-09-09,careerjet,25500.0,1,1,0,1,0,0,0,0,1,Senior (4+),25-35k
BDJ-1378,Data Analyst,Foodpanda,Dhaka,35000.0,55000.0,Tk. 35000-55000,1,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-09-13,careerjet,45000.0,1,0,1,1,1,0,0,0,0,Fresher (0-1),35-50k
BDJ-1379,BI Analyst,Foodpanda,Dhaka,20000.0,30000.0,Tk. 20000-30000,1,"SQL, Power BI, Excel",MSc,2026-08-02,careerjet,25000.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),25-35k
BDJ-1380,Data Analyst,Foodpanda,Dhaka,35000.0,55000.0,Tk. 35000-55000,2,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-05,linkedin,45000.0,1,0,1,0,0,0,1,1,0,Mid (2-3),35-50k
BDJ-1381,Junior Data Analyst,Banglalink,Dhaka,35000.0,55000.0,Tk. 35000-55000,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-06,bdjobs,45000.0,1,0,1,0,0,0,1,1,0,Senior (4+),35-50k
BDJ-1382,Junior Data Analyst,ACI,Dhaka,40000.0,60000.0,Tk. 40000-60000,0,"SQL, Python, Tableau, Excel",MSc,2026-09-05,bdjobs,50000.0,1,0,1,1,1,0,0,0,0,Fresher (0-1),50-70k
BDJ-1383,BI Analyst,bKash,Dhaka,,,Negotiable,3,"SQL, Power BI, Excel",MSc,2026-08-27,bdjobs,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1384,Growth Data Analyst,Foodpanda,Dhaka,25000.0,40000.0,Tk. 25000-40000,1,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-09-09,bdjobs,32500.0,1,1,0,1,0,0,0,0,1,Fresher (0-1),25-35k
BDJ-1385,Business Intelligence Analyst,Daraz,Dhaka,,,Negotiable,0,"SQL, Excel, Power BI, Looker",MSc,2026-08-31,careerjet,,1,1,1,0,0,0,0,0,0,Fresher (0-1),Negotiable
BDJ-1386,Business Intelligence Analyst,PalmPay,Dhaka,35000.0,50000.0,Tk. 35000-50000,0,"Python, SQL, Statistics, Power BI",MSc,2026-08-19,careerjet,42500.0,1,1,0,1,0,0,0,0,1,Fresher (0-1),35-50k
BDJ-1387,Junior Data Analyst,Daraz,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",BBA/MBA,2026-08-31,bdjobs,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1388,Data Analyst - Power BI,ACI,Dhaka,35000.0,50000.0,Tk. 35000-50000,4,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-09-15,bdjobs,42500.0,1,1,0,1,0,0,0,0,1,Senior (4+),35-50k
BDJ-1389,Sales Data Analyst,Rokomari,Dhaka,20000.0,40000.0,Tk. 20000-40000,0,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-10,bdjobs,30000.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),25-35k
BDJ-1390,Sales Data Analyst,Well Group,Dhaka,20000.0,40000.0,Tk. 20000-40000,3,"SQL, Python, Tableau, Excel",MSc,2026-08-26,linkedin,30000.0,1,0,1,1,1,0,0,0,0,Mid (2-3),25-35k
BDJ-1391,Business Intelligence Analyst,Pathao,Dhaka,,,Negotiable,5,"SQL, Power BI, Excel",BBA/MBA,2026-08-06,bdjobs,,1,1,1,0,0,0,0,0,0,Senior (4+),Negotiable
BDJ-1392,Data Analyst,Grameenphone,Chittagong,,,Negotiable,4,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-29,careerjet,,1,1,1,0,0,0,0,0,0,Senior (4+),Negotiable
BDJ-1393,Junior Data Analyst,BRAC Bank,Dhaka,,,Negotiable,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-29,bdjobs,,1,0,1,0,0,0,1,1,0,Senior (4+),Negotiable
BDJ-1394,Growth Data Analyst,Banglalink,Dhaka,18000.0,28000.0,Tk. 18000-28000,2,"Python, SQL, Statistics, Power BI",MSc,2026-08-22,careerjet,23000.0,1,1,0,1,0,0,0,0,1,Mid (2-3),15-25k
BDJ-1395,MIS Executive,bKash,Remote,,,Negotiable,4,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-09-09,bdjobs,,1,1,0,1,0,0,0,0,1,Senior (4+),Negotiable
BDJ-1396,Sales Data Analyst,Banglalink,Dhaka,50000.0,70000.0,Tk. 50000-70000,5,"Excel, SQL, Dashboard, ETL",MSc,2026-08-31,linkedin,60000.0,1,0,1,0,0,0,1,1,0,Senior (4+),50-70k
BDJ-1397,Sales Data Analyst,Chaldal,Dhaka,50000.0,60000.0,Tk. 50000-60000,5,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-13,bdjobs,55000.0,1,0,1,1,1,0,0,0,0,Senior (4+),50-70k
BDJ-1398,MIS Executive,Foodpanda,Dhaka,50000.0,60000.0,Tk. 50000-60000,4,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-09-02,careerjet,55000.0,1,0,1,0,0,0,1,1,0,Senior (4+),50-70k
BDJ-1399,Data Analyst,Daraz,Dhaka,40000.0,60000.0,Tk. 40000-60000,5,"Python, SQL, Statistics, Power BI",MSc,2026-08-22,bdjobs,50000.0,1,1,0,1,0,0,0,0,1,Senior (4+),50-70k
BDJ-1400,Business Intelligence Analyst,Pathao,Dhaka,35000.0,55000.0,Tk. 35000-55000,1,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-03,linkedin,45000.0,1,0,1,0,0,0,1,1,0,Fresher (0-1),35-50k
BDJ-1401,MIS Executive,PalmPay,Chittagong,,,Negotiable,1,"SQL, Excel, Power BI, Looker",MSc,2026-08-05,linkedin,,1,1,1,0,0,0,0,0,0,Fresher (0-1),Negotiable
BDJ-1402,MIS Executive,BRAC Bank,Chittagong,,,Negotiable,1,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-27,linkedin,,1,0,1,0,0,0,1,1,0,Fresher (0-1),Negotiable
BDJ-1403,Growth Data Analyst,bKash,Dhaka,50000.0,70000.0,Tk. 50000-70000,2,"SQL, Power BI, Excel",BBA/MBA,2026-09-05,careerjet,60000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),50-70k
BDJ-1404,MIS Executive,Grameenphone,Dhaka,50000.0,65000.0,Tk. 50000-65000,4,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-23,bdjobs,57500.0,1,1,0,0,0,1,0,1,0,Senior (4+),50-70k
BDJ-1405,Sales Data Analyst,PalmPay,Sylhet,18000.0,33000.0,Tk. 18000-33000,2,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-26,linkedin,25500.0,1,0,1,0,0,0,1,1,0,Mid (2-3),25-35k
BDJ-1406,BI Analyst,bKash,Dhaka,25000.0,40000.0,Tk. 25000-40000,2,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-09-07,careerjet,32500.0,1,1,0,1,0,0,0,0,1,Mid (2-3),25-35k
BDJ-1407,Growth Data Analyst,BRAC Bank,Chittagong,,,Negotiable,4,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-25,bdjobs,,1,1,1,0,0,0,0,0,0,Senior (4+),Negotiable
BDJ-1408,Growth Data Analyst,Chaldal,Remote,25000.0,35000.0,Tk. 25000-35000,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-19,linkedin,30000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1409,MIS Executive,Chaldal,Dhaka,40000.0,55000.0,Tk. 40000-55000,3,"SQL, Power BI, Excel",MSc,2026-09-15,careerjet,47500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),35-50k
BDJ-1410,Data Analyst,Grameenphone,Remote,20000.0,40000.0,Tk. 20000-40000,5,"SQL, Excel, Power BI, Looker",MSc,2026-09-12,bdjobs,30000.0,1,1,1,0,0,0,0,0,0,Senior (4+),25-35k
BDJ-1411,Junior Data Analyst,Foodpanda,Dhaka,20000.0,30000.0,Tk. 20000-30000,2,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-23,careerjet,25000.0,1,0,1,1,1,0,0,0,0,Mid (2-3),25-35k
BDJ-1412,Junior Data Analyst,Chaldal,Dhaka,35000.0,55000.0,Tk. 35000-55000,4,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-28,careerjet,45000.0,1,0,1,0,0,0,1,1,0,Senior (4+),35-50k
BDJ-1413,Data Analyst,Well Group,Dhaka,20000.0,35000.0,Tk. 20000-35000,5,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-09-12,linkedin,27500.0,1,1,0,0,0,1,0,1,0,Senior (4+),25-35k
BDJ-1414,Junior Data Analyst,Chaldal,Dhaka,25000.0,45000.0,Tk. 25000-45000,0,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-31,linkedin,35000.0,1,1,0,1,0,0,0,0,1,Fresher (0-1),35-50k
BDJ-1415,Business Intelligence Analyst,Foodpanda,Dhaka,50000.0,65000.0,Tk. 50000-65000,2,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-06,careerjet,57500.0,1,1,0,1,0,0,0,0,1,Mid (2-3),50-70k
BDJ-1416,Data Analyst,Chaldal,Dhaka,25000.0,45000.0,Tk. 25000-45000,2,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-29,bdjobs,35000.0,1,1,0,1,0,0,0,0,1,Mid (2-3),35-50k
BDJ-1417,Growth Data Analyst,Rokomari,Dhaka,35000.0,55000.0,Tk. 35000-55000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-07,careerjet,45000.0,1,1,0,0,0,1,0,1,0,Mid (2-3),35-50k
BDJ-1418,Junior Data Analyst,bKash,Dhaka,25000.0,40000.0,Tk. 25000-40000,3,"SQL, Excel, Power BI, Looker",MSc,2026-09-13,linkedin,32500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1419,Sales Data Analyst,Grameenphone,Dhaka,25000.0,40000.0,Tk. 25000-40000,5,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-16,linkedin,32500.0,1,0,1,1,1,0,0,0,0,Senior (4+),25-35k
BDJ-1420,Growth Data Analyst,Daraz,Remote,40000.0,50000.0,Tk. 40000-50000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-15,linkedin,45000.0,1,1,0,0,0,1,0,1,0,Mid (2-3),35-50k
BDJ-1421,Growth Data Analyst,bKash,Dhaka,50000.0,60000.0,Tk. 50000-60000,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-06,bdjobs,55000.0,1,0,1,1,1,0,0,0,0,Mid (2-3),50-70k
BDJ-1422,Growth Data Analyst,Daraz,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",MSc,2026-08-19,careerjet,,1,0,1,1,1,0,0,0,0,Mid (2-3),Negotiable
BDJ-1423,MIS Executive,Daraz,Dhaka,,,Negotiable,5,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-02,linkedin,,1,0,1,1,1,0,0,0,0,Senior (4+),Negotiable
BDJ-1424,BI Analyst,BRAC Bank,Dhaka,18000.0,33000.0,Tk. 18000-33000,0,"SQL, Excel, Power BI, Looker",MSc,2026-08-10,linkedin,25500.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),25-35k
BDJ-1425,Data Analyst - Power BI,BRAC Bank,Dhaka,35000.0,45000.0,Tk. 35000-45000,1,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-28,bdjobs,40000.0,1,1,0,0,0,1,0,1,0,Fresher (0-1),35-50k
BDJ-1426,MIS Executive,Well Group,Dhaka,35000.0,45000.0,Tk. 35000-45000,1,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-09-04,bdjobs,40000.0,1,1,0,0,0,1,0,1,0,Fresher (0-1),35-50k
BDJ-1427,BI Analyst,Pathao,Dhaka,,,Negotiable,0,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-08,bdjobs,,1,1,0,0,0,1,0,1,0,Fresher (0-1),Negotiable
BDJ-1428,Data Analyst - Power BI,Banglalink,Dhaka,20000.0,40000.0,Tk. 20000-40000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-09-07,bdjobs,30000.0,1,1,0,0,0,1,0,1,0,Mid (2-3),25-35k
BDJ-1429,MIS Executive,bKash,Dhaka,,,Negotiable,3,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-12,linkedin,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1430,Growth Data Analyst,Chaldal,Dhaka,50000.0,70000.0,Tk. 50000-70000,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-28,linkedin,60000.0,1,0,1,1,1,0,0,0,0,Mid (2-3),50-70k
BDJ-1431,Data Analyst - Power BI,bKash,Dhaka,40000.0,50000.0,Tk. 40000-50000,3,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-20,careerjet,45000.0,1,1,0,1,0,0,0,0,1,Mid (2-3),35-50k
BDJ-1432,Data Analyst,Foodpanda,Dhaka,,,Negotiable,0,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-22,careerjet,,1,1,0,1,0,0,0,0,1,Fresher (0-1),Negotiable
BDJ-1433,Data Analyst - Power BI,PalmPay,Dhaka,,,Negotiable,5,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-09-01,careerjet,,1,1,0,0,0,1,0,1,0,Senior (4+),Negotiable
BDJ-1434,BI Analyst,bKash,Dhaka,25000.0,40000.0,Tk. 25000-40000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-22,bdjobs,32500.0,1,1,0,0,0,1,0,1,0,Mid (2-3),25-35k
BDJ-1435,Growth Data Analyst,Pathao,Dhaka,18000.0,33000.0,Tk. 18000-33000,0,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-03,careerjet,25500.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),25-35k
BDJ-1436,Data Analyst - Power BI,Banglalink,Dhaka,40000.0,50000.0,Tk. 40000-50000,0,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-09-01,careerjet,45000.0,1,1,0,0,0,1,0,1,0,Fresher (0-1),35-50k
BDJ-1437,Growth Data Analyst,Banglalink,Dhaka,50000.0,60000.0,Tk. 50000-60000,3,"SQL, Excel, Power BI, Looker",MSc,2026-08-03,careerjet,55000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),50-70k
BDJ-1438,Junior Data Analyst,Rokomari,Dhaka,18000.0,28000.0,Tk. 18000-28000,4,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-07,bdjobs,23000.0,1,0,1,0,0,0,1,1,0,Senior (4+),15-25k
BDJ-1439,Sales Data Analyst,Chaldal,Dhaka,40000.0,60000.0,Tk. 40000-60000,3,"SQL, Power BI, Excel",BBA/MBA,2026-08-08,linkedin,50000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),50-70k
BDJ-1440,Junior Data Analyst,bKash,Dhaka,18000.0,28000.0,Tk. 18000-28000,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-19,linkedin,23000.0,1,0,1,1,1,0,0,0,0,Mid (2-3),15-25k
BDJ-1441,Junior Data Analyst,Foodpanda,Dhaka,,,Negotiable,3,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-09-15,bdjobs,,1,1,0,1,0,0,0,0,1,Mid (2-3),Negotiable
BDJ-1442,Growth Data Analyst,Banglalink,Dhaka,18000.0,33000.0,Tk. 18000-33000,0,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-20,careerjet,25500.0,1,0,1,1,1,0,0,0,0,Fresher (0-1),25-35k
BDJ-1443,Business Intelligence Analyst,Chaldal,Dhaka,,,Negotiable,5,"SQL, Python, Tableau, Excel",BBA/MBA,2026-09-01,careerjet,,1,0,1,1,1,0,0,0,0,Senior (4+),Negotiable
BDJ-1444,MIS Executive,BRAC Bank,Dhaka,20000.0,30000.0,Tk. 20000-30000,2,"Python, SQL, Statistics, Power BI",MSc,2026-09-02,bdjobs,25000.0,1,1,0,1,0,0,0,0,1,Mid (2-3),25-35k
BDJ-1445,Data Analyst - Power BI,Rokomari,Dhaka,40000.0,50000.0,Tk. 40000-50000,5,"SQL, Power BI, Excel",BBA/MBA,2026-08-27,bdjobs,45000.0,1,1,1,0,0,0,0,0,0,Senior (4+),35-50k
BDJ-1446,Sales Data Analyst,Chaldal,Dhaka,,,Negotiable,3,"SQL, Power BI, Excel",MSc,2026-09-04,bdjobs,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1447,Data Analyst - Power BI,Foodpanda,Chittagong,18000.0,33000.0,Tk. 18000-33000,4,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-03,careerjet,25500.0,1,1,0,0,0,1,0,1,0,Senior (4+),25-35k
BDJ-1448,Sales Data Analyst,Grameenphone,Dhaka,40000.0,50000.0,Tk. 40000-50000,2,"SQL, Excel, Power BI, Looker",MSc,2026-08-07,linkedin,45000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),35-50k
BDJ-1449,Junior Data Analyst,ACI,Dhaka,40000.0,60000.0,Tk. 40000-60000,4,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-09-12,bdjobs,50000.0,1,1,0,1,0,0,0,0,1,Senior (4+),50-70k
BDJ-1450,MIS Executive,PalmPay,Dhaka,35000.0,50000.0,Tk. 35000-50000,2,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-07,careerjet,42500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),35-50k
BDJ-1451,BI Analyst,Well Group,Dhaka,18000.0,33000.0,Tk. 18000-33000,3,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-15,bdjobs,25500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1452,Junior Data Analyst,Foodpanda,Dhaka,20000.0,35000.0,Tk. 20000-35000,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-09-12,bdjobs,27500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1453,Data Analyst,Foodpanda,Remote,20000.0,40000.0,Tk. 20000-40000,2,"SQL, Excel, Power BI, Looker",MSc,2026-08-21,linkedin,30000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
